case_id,description_complete
2012-07-08299,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Lors du déplacement S-N de l'objet, le témoin constate des points lumineux en-dessous de l'objet ainsi que plusieurs petits jets de trainée à l'arrière Nous sommes en présence d'un cas de phénomène se déplaçant en ligne droite, donc d'une étrangeté a priori moyenne, mais l'aspect tout à fait inhabituel du phénomène le rend plus étrange"
2012-07-08302,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Un témoin observe le 26 juillet 2012 à 5h10 le passage d'un point lumineux blanc, se déplaçant lentement Sud-Ouest Nord-Est, en silence"
2012-07-08320,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] Courbe - Arabesques (boucles) | [Luminosité] Descendante | [Taille] Chiffrée | [Détails visuels] Le phénomène est de couleur gris mat et n'est pas équipé de feux de position"
2012-07-08321,"[Forme] nan | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] L'aspect de l'objet (halo de lumière orange), son mode de déplacement selon le vent d'Ouest soutenu (voir relevé Meteociel), sa courte durée, et l'observation le jour de la fête nationale sont en tous points compatibles avec le passage d'une lanterne thaïlandaise"
2012-07-08432,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Pour la deuxième observation, le fait qu'elle se déroule le 14 juillet au soir oriente vers 3 objets festifs portés par le vent : ballons lumineux ou lanternes thaïlandaises Ce cas ne présente pas toutes les caractéristiques de lanternes thaï, mais est certainement lié à 3 objets lumineux portés par le vent Le GEIPAN classe cas """"B"""" : observation de ballons lumineux ou lanternes thaï"
2012-07-09472,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] ""x < 0.04° ou """"Ponctuelle"""""" | [Détails visuels] Le 28 juillet 2012 à 23h, un témoin observe depuis sa fenêtre un point lumineux de couleurs (rouge/jaune/vert) qui l'intrigue Le témoin observe et photographie un phénomène lumineux ponctuel à deux reprises à quelques secondes d'intervalles"
2012-07-50026,"[Forme] Autre forme non catégorisée | [Forme 2] Autre | [Couleur] Non précisé | [Couleur 2] Chg direction, niveau de vol | [Luminosité] Inconnu | [Taille] Autres (comparaison, repères, etc.)"
2012-07-50026,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] Linéaire ou Rectiligne | [Taille] Autres (comparaison, repères, etc.)"
2012-08-08276,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Se rapprochant du toit de l'immeuble, l'objet est davantage visible et le témoin le décrit comme étant sombre avec à trois extrémités formant les pointes d'un triangle, des cercles lumineux de couleur clair, blanche - le témoin décrit une particularité moins connue de ces lumières de lanternes: sous la verticale, la lumière n'est pas pleine car le dessous du brûleur est un disque sombre ou noir (voir cette vidéo ) et ceci est conforme avec la description (""""Le périmètre de ces trois cercles était lumineux tandis que le centre était foncé, quasiment aussi sombre que la couleur de l'objet"""""
2012-08-08277,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Multicolore | [Couleur 2] Courbe | [Luminosité] Descendante | [Taille] nan | [Détails visuels] ""Le 2 aout 2012 à minuit huit, deux personnes sont intriguées par le passage rapide et silencieux dans le ciel d'un phénomène lumineux suivi d'une trainée"
2012-08-08279,"[Forme] 1D - Faisceau, Trait | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] nan | [Taille] nan | [Description] Observation du passage d'un point lumineux : passage de l' ISS"
2012-08-08280,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Vert | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] ""42 < x < 110° ou """"Très imposante/Immense"""""""
2012-08-08281,"[Forme] 1D - Faisceau, Trait;3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Orangé, feu;Noir | [Couleur 2] nan | [Luminosité] Descendante | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Celle-ci disparait soudain et le témoin observe alors un objet circulaire sombre qui change brusquement de trajectoire L'observation dans le ciel d'un objet lumineux orange 10 minutes après le coucher du soleil (21h17) évoque nettement le reflet du soleil sur un avion (voir exemple GEIPAN ci-joint) Le GEIPAN classe ce cas """"B"""" : observation probable du reflet du soleil sur un avion"
2012-08-08282,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Objet | [Couleur] Blanc | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] Descendante | [Taille] ""0.04 < x < 0.1° ou """"Très petite/Minuscule"""""" | [Détails visuels] ""Le 8 aout 2012 à 11h45 un témoin et son entourage observent durant 15 secondes le passage rectiligne et à vitesse constante d'un point de couleur blanc-gris dans le ciel"
2012-08-08283,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Compte tenu des éléments objectifs présentés par le rapport d'enquête, et en particulier le déplacement des PANs dans le sens général du vent ainsi que leur aspect, il est très probable que ces objets ne sont que des débris provenant d'un ballon ayant éclaté en vol ou plus probablement de débris de combustion d'un feu à proximité"
2012-08-08284,"[Forme] 2D - Ovale | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] ""Le 08 août 2012 un témoin allongé sur une terrasse regarde le ciel étoilé lorsqu'il suit durant 5 secondes le déplacement rectiligne d'un objet qu'il ne reconnaît pas Ce dernier a la forme d'une """"navette de tisserand"""" de couleur brun-vert, aux bords diffus Compte tenu des éléments objectifs recueillis durant l'enquête (voir le compte rendu d'enquête), à savoir : - Forme et apparence du PAN"
2012-08-08285,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] ""Le 19 août 2012 entre 01h10 (qt) et 01h21(mail) un témoin observe dans le ciel un phénomène lumineux de couleur qui l'intrigue"
2012-08-08287,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Phénomène | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] Autre | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le 13 aout 2012 à 5 heures du matin, un témoin sortant de chez lui est intrigué par la vue des évolutions d'un phénomène lumineux blanc dans la couche nuageuse Le phénomène observé par le témoin évoque une animation lumineuse de ce genre : animation laser (le faisceau """"montant"""" est ici visible car l'observateur est proche du projecteur : un observateur lointain ne voit que les disques lumineux sur les nuages)"
2012-08-08288,"[Forme] nan | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Il est intrigué par le déplacement inhabituel de deux puis trois lumières de couleur clignotantes L'observation est finalement peu étrange car le PAN est facilement caractérisable, aussi bien dans son apparence que dans son comportement"
2012-08-08288,"[Forme] nan | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc ; Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Il est intrigué par le déplacement inhabituel de deux puis trois lumières de couleur clignotantes L'observation est finalement peu étrange car le PAN est facilement caractérisable, aussi bien dans son apparence que dans son comportement"
2012-08-08288,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Il est intrigué par le déplacement inhabituel de deux puis trois lumières de couleur clignotantes L'observation est finalement peu étrange car le PAN est facilement caractérisable, aussi bien dans son apparence que dans son comportement"
2012-08-08290,"[Forme] nan | [Forme 2] nan | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Le dimanche 19 août 2012 à 20h30 un témoin est intrigué par les déplacements de deux points lumineux dans le ciel Compte tenu des éléments objectifs recueillis lors de l'enquête, à savoir que le comportement initial des PANs s'apparente à celui d'avions observés se déplaçant dans l'axe de vision du témoin, que la couleur et la luminosité des PANs s'apparentent à celle des feux d'atterrissage des avions de ligne et que la zone survolée est fréquemment empruntée par toutes sortes d'aéronefs civils et militaires, et se trouve être à proximité d'aéroports, le témoin a probablement observé un avion En revanche, le comportement final du premier PAN, en « angle droit » est, dans le cadre d'une observation au zénith, a priori incompatible avec celui de tels aéronefs, mais c'est une illusion de perception fréquente sur tous les points lumineux en mouvement qui s'éteignent dans la nuit"
2012-08-08291,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Objet | [Couleur] Orangé, feu | [Couleur 2] Linéaire ou Rectiligne | [Luminosité] Descendante | [Taille] nan | [Détails visuels] ""Le 20 août 2012 entre 22h et 23h, deux témoins observent dans le ciel, le passage silencieux N-S d'un objet très lumineux de couleur orange La durée de l'observation (une minute), la traînée observée aux jumelles, la baisse d'éclat, le passage vers le blanc sont compatibles avec l'observation d'une chute de débris de satellite"
2012-08-08292,"[Forme] 3D - 2 axes de symétrie - Ovoïde | [Forme 2] Autre | [Couleur] Orangé, feu | [Couleur 2] Stationnaire, Immobile | [Luminosité] Montante | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le 4 août 2012 aux environs de 23h, un témoin observe le lent passage silencieux dans le ciel de cinq formes ovales de couleur orangée"
2012-08-08295,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Chiffrée | [Détails visuels] ""Le dimanche 26 aout 2012 à 22h07 un témoin est intrigué par le passage rapide et silencieux d'un phénomène lumineux blanc dans le ciel"
2012-08-08297,[Forme] nan | [Forme 2]  Objet | [Couleur] Non précisé | [Couleur 2] nan | [Luminosité] nan | [Taille] nan | [Détails visuels] Le 14 aout 2012 à 12h un automobiliste constate dans le ciel la présence d'un objet lumineux qui l'intrigue
2012-08-08298,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Rouge | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le 26 août 2012 vers 0h40 un témoin observe et prend en photo un phénomène lumineux dans le ciel qui l'intrigue : plusieurs dizaines d'objets de couleurs rouge, non clignotant, se déplacent sans bruit selon une trajectoire N-S"
2012-08-08301,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] nan | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Un témoin est intrigué par les déplacements lents d'un phénomène très lumineux dans le ciel | [Description] Observations successives du déplacement lent d'un phénomène lumineux dans le ciel : passage de l'ISS"
2012-08-08303,"[Forme] 1D - Ponctuel (point) | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Blanc | [Couleur 2] Autre | [Luminosité] nan | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] Il a observé le passage d'un point lumineux qui, après un début de trajectoire rectiligne, fait des mouvements saccadés de droite à gauche avant de disparaître La description faite par le témoin correspond (aspect, et direction de déplacement) à une minute près, à l'observation du passage de la station spatiale internationale docID=9932 ; cette illusion se produit lorsque le point lumineux que l'on suit n'est plus environné de repères fixes, par exemple lorsqu'il traverse une zone du ciel sans étoiles très brillantes"
2012-08-08304,"[Forme] 3D - 1 axe de symétrie - Conique | [Forme 2]  Termes descriptifs (lumières, forme, etc.) | [Couleur] Orangé, feu | [Couleur 2] nan | [Luminosité] Inconnu | [Taille] Autres (comparaison, repères, etc.) | [Détails visuels] ""Le 14 Août 2012 entre 23h30 et 23h35, un témoin voit apparaître dans le ciel, une lumière orangée, de forme arrondie, vaguement triangulaire La vitesse apparente de l'objet est jugée trop lente pour un bolide (rentrée de météorite) décrit comme peu lumineux L'aspect décrit n'est pas cohérent non plus avec celui d'un aéronef"
2012-08-08306,"[Forme] 3D - 2 axes de symétrie - Sphérique, Boule | [Forme 2] Autre | [Couleur] Orangé, feu | [Couleur 2] Montante | [Luminosité] Descendante | [Taille] nan | [Détails visuels] ""Le 13 août 2012 à 0h09 un témoin observe depuis sa fenêtre le passage silencieux dans le ciel d'une boule lumineuse de couleur rouge-orangé qui disparait derrière les nuages après une trajectoire particulière La couleur de l'objet décrit ressemble à une lanterne thaï, qui a pu être lancé à la fin d'une petite fête privée, fréquente lors de ces soirées d'été"
